access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,federal_agency
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47040,2012-01-31,P,E,Crossroads Nissan - Wake Forest,919-435-5700,2020-01-21T18:34:38Z,CAR_DEALER,200-8,35.948971,-78.539171,Wake Forest,,,NC,11120 Capital Blvd,27587,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47041,2012-01-31,P,E,Crossroads Nissan - Wake Forest,919-435-5700,2020-01-21T18:34:38Z,CAR_DEALER,200-8,35.948971,-78.539171,Wake Forest,,,NC,11120 Capital Blvd,27587,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47042,2012-01-31,P,E,Wilkes Nissan,336-838-3167,2020-01-21T18:34:38Z,CAR_DEALER,200-8,36.149969,-81.202184,Wilkesboro,,,NC,1933 US Highway 421B,28697,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47043,2012-01-31,P,E,Wilkes Nissan,336-838-3167,2020-01-21T18:34:38Z,CAR_DEALER,200-8,36.149969,-81.202184,Wilkesboro,,,NC,1933 US Highway 421B,28697,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47044,2012-01-31,P,E,Capital Nissan - Wilmington,877-606-5859,2020-01-21T18:34:38Z,CAR_DEALER,200-9,34.24769,-77.865815,Wilmington,,,NC,5501 Market St,28405,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47045,2012-01-31,P,E,Capital Nissan - Wilmington,877-606-5859,2020-01-21T18:34:38Z,CAR_DEALER,200-9,34.24769,-77.865815,Wilmington,,,NC,5501 Market St,28405,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47046,2012-01-31,P,E,Lee Nissan,252-237-4400,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.756003,-77.9753,Wilson,,,NC,4170 Raleigh Rd Pkwy,27896,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47047,2012-01-31,P,E,Lee Nissan,252-237-4400,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.756003,-77.9753,Wilson,,,NC,4170 Raleigh Rd Pkwy,27896,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47048,2012-01-31,P,E,Modern Nissan,336-767-8260,2020-01-21T18:34:38Z,CAR_DEALER,200-9,36.179741,-80.275364,Winston-Salem,,,NC,5795 University Pkwy,27105,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47049,2012-01-31,P,E,Modern Nissan,336-767-8260,2020-01-21T18:34:38Z,CAR_DEALER,200-9,36.179741,-80.275364,Winston-Salem,,,NC,5795 University Pkwy,27105,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47117,2012-01-31,P,E,East Charlotte Nissan,704-535-4012,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.167774,-80.742259,Charlotte,,,NC,6901 E Independence Blvd,28227,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47118,2012-01-31,P,E,East Charlotte Nissan,704-535-4012,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.167774,-80.742259,Charlotte,,,NC,6901 E Independence Blvd,28227,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47119,2012-01-31,P,E,Scott Clark Nissan,704-552-9191,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.111292,-80.881867,Charlotte,,,NC,9215 S Blvd,28273,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47120,2012-01-31,P,E,Scott Clark Nissan,704-552-9191,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.111292,-80.881867,Charlotte,,,NC,9215 S Blvd,28273,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47121,2012-01-03,SG,E,Haywood Community College,828-627-2821,2020-01-21T18:34:38Z,COLLEGE_CAMPUS,GPS,35.525966,-82.927696,Clyde,1500 Building. Jones Cove Rd and Hospital Rd (near Hwy 74 and I-40 Junction),,NC,185 Freedlander Dr,28721,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47122,2011-03-15,P,E,Modern Nissan - Concord,704-788-2110,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.392063,-80.622777,Concord,,,NC,967 Concord Pkwy S,28027,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47123,2012-01-31,P,E,Modern Nissan - Lake Norman,704-237-5100,2020-01-21T18:34:38Z,CAR_DEALER,200-8,35.467117,-80.872205,Cornelius,,,NC,18615 Statesville Rd,28031,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47124,2012-01-31,P,E,Modern Nissan - Lake Norman,704-237-5100,2020-01-21T18:34:38Z,CAR_DEALER,200-8,35.467117,-80.872205,Cornelius,,,NC,18615 Statesville Rd,28031,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47125,2012-03-01,LG,E,Durham County - Human Services Building Lot,919-560-7999,2020-01-21T18:34:38Z,MUNI_GOV,GPS,35.99112,-78.895,Durham,,,NC,414 E Main St,27701,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47126,2012-03-01,LG,E,Durham County - Justice Center Parking Deck,919-560-7999,2020-01-21T18:34:38Z,MUNI_GOV,GPS,35.99289,-78.9014,Durham,,,NC,247 S Magnum St,27701,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,TEMPORARILY UNAVAILABLE (Public),47127,,LG,T,Durham County - Main Library,919-560-7999,2020-01-21T18:34:38Z,LIBRARY,GPS,35.99491,-78.8959,Durham,,,NC,300 N Roxboro St,27701,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47128,2012-03-01,LG,E,Durham County - North Regional Library,919-560-7999,2020-01-21T18:34:38Z,LIBRARY,GPS,36.08785,-78.9135,Durham,,,NC,221 Milton Rd,27712,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47129,2012-03-01,LG,E,Durham County - South Regional Library,919-560-7999,2020-01-21T18:34:38Z,LIBRARY,GPS,35.90237,-78.8883,Durham,,,NC,4505 S Alston Ave,27713,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47130,2012-01-31,P,E,Nissan of Elizabeth City,252-338-5161,2020-01-21T18:34:38Z,CAR_DEALER,GPS,36.339936,-76.244936,Elizabeth City,,,NC,1712 N Rd St,27909,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47131,2012-01-31,P,E,Nissan of Elizabeth City,252-338-5161,2020-01-21T18:34:38Z,CAR_DEALER,GPS,36.339936,-76.244936,Elizabeth City,,,NC,1712 N Rd St,27909,US,['J1772'],,,1.0,Non-Networked,,,,,,
private,,,,2019-09-09,,ELEC,Private,47132,2012-02-01,P,E,Fred Anderson Nissan,910-758-2338,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.042419,-78.956747,Fayetteville,,,NC,4559 Raeford Rd,28304,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours; contact 336-625-2500 for more information,CALL,,2020-01-13,,ELEC,Public - Call ahead,47184,2012-01-31,P,E,Asheboro Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.70458,-79.781748,Asheboro,,,NC,1635 E Dixie Dr,27203,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
private,,,,2020-01-13,,ELEC,Private,47185,2012-01-31,P,E,Asheboro Nissan,,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.70458,-79.781748,Asheboro,,,NC,1635 E Dixie Dr,27203,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47186,2012-01-31,P,E,Anderson Nissan,828-252-0000,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.547866,-82.599474,Asheville,,,NC,629 Brevard Rd,28806,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47187,2012-01-31,P,E,Anderson Nissan,828-252-0000,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.547866,-82.599474,Asheville,,,NC,629 Brevard Rd,28806,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47189,2011-12-15,LG,E,Black Mountain Public Safety Building,828-419-9350,2020-01-21T18:34:38Z,MUNI_GOV,GPS,35.619218,-82.320192,Black Mountain,Midland Ave and West Street,,NC,102 Montreat Rd,28711,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47190,2012-01-31,P,E,AutoStar Nissan - Boone,828-264-7726,2020-01-21T18:34:38Z,CAR_DEALER,GPS,36.222243,-81.635571,Boone,,,NC,135 Innovation Dr,28607,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47191,2012-01-31,P,E,AutoStar Nissan - Boone,828-264-7726,2020-01-21T18:34:38Z,CAR_DEALER,GPS,36.222243,-81.635571,Boone,,,NC,135 Innovation Dr,28607,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,47192,2012-01-31,P,E,Leith Nissan,919-589-0029,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.7390019,-78.8138134,Cary,,,NC,2100 Auto Park Blvd,27511,US,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,47193,2012-01-31,P,E,Leith Nissan,919-589-0029,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.7390019,-78.8138134,Cary,,,NC,2100 Auto Park Blvd,27511,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-12-12,,ELEC,Public,47332,2012-05-25,LG,E,Orange County - Robert and Pearl Seymour Center,919-245-2625,2020-01-21T18:34:38Z,MUNI_GOV,200-9,35.950629,-79.063354,Chapel Hill,,,NC,2551 Homestead Rd,27516,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-12-12,,ELEC,Public,47333,2012-05-25,LG,E,Orange County - Skills Development Center,919-245-2625,2020-01-21T18:34:38Z,MUNI_GOV,200-9,35.909907,-79.06344,Chapel Hill,,,NC,503 W Franklin St,27516,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,47334,2012-05-25,LG,E,Orange County - Durham Technical Community College Park & Ride Lot,919-536-7238,2020-01-21T18:34:38Z,PARKING_LOT,200-9,36.04236,-79.09323,Hillsborough,,,NC,525 College Park Dr,27278,US,['J1772'],,,3.0,Non-Networked,,,Free,,,
public,24 hours daily; for guest use only,,,2019-10-04,,ELEC,Public,47718,2012-02-01,T,E,Umstead Hotel and Spa,919-447-4000,2020-01-21T18:34:38Z,HOTEL,GPS,35.82973,-78.7646,Cary,N Harrison Ave and SAS Campus Drive,,NC,100 Woodland Pond Dr,27513,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,Shopping center hours,,,2019-10-04,,ELEC,Public,47720,2012-04-12,T,E,Mayfair Town Center,910-256-5131,2020-01-21T18:34:38Z,SHOPPING_CENTER,GPS,34.24358,-77.8315,Wilmington,Parking lot behind Pottery Barn,,NC,900 Town Center Dr,28405,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-12-12,,ELEC,Public - Call ahead,48042,2019-11-06,P,E,Fields Auto Group,828-667-5213,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.562735,-82.63133,Asheville,,,NC,255 Smokey Park Hwy,28806,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-12-12,,ELEC,Public,48044,2012-07-05,LG,E,Cherokee Welcome Center,800-438-1601,2020-01-21T18:34:38Z,TRAVEL_CENTER,GPS,35.483554,-83.31624,Cherokee,BIA Hwy 316,,NC,498 Tsali Blvd,28719,US,['J1772'],,,2.0,Non-Networked,,,Free,SOLAR,,
public,Dealership business hours,CALL,,2019-10-04,,ELEC,Public - Call ahead,48045,2011-08-31,P,E,Boyd Automotive,828-693-3461,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.294913,-82.432913,Hendersonville,,,NC,1875 Spartanburg Hwy,28792,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,Dealership business hours; for Chevy use only,CALL,,2019-10-04,,ELEC,Public - Call ahead,48678,2012-06-15,P,E,Asheville Chevrolet,866-688-1210,2020-01-21T18:34:38Z,CAR_DEALER,GPS,35.563115,-82.630535,Asheville,,,NC,205 Smoky Park Hwy,28806,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,48682,2012-06-15,J,E,Blue Ridge Community College - Spearman Building,828-694-1700,2020-01-21T18:34:38Z,COLLEGE_CAMPUS,GPS,35.306506,-82.421425,Flat Rock,Spearman Bldg Main Entrance,,NC,2 E Campus Dr,28731,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,Employee use only,,,2019-10-04,,ELEC,Private,48863,2012-06-19,P,E,Volvo Group North America,,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,36.082073,-79.967315,Greensboro,,,NC,7900 National Service Rd,27409,US,"['J1772', 'NEMA520']",,4.0,4.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,49873,2012-05-26,T,E,Town of Cary - Town Hall,919-469-4000,2020-01-21T18:34:38Z,MUNI_GOV,GPS,35.790599,-78.780497,Cary,Located in the parking deck on the West side.,,NC,101 Wilkinson Ave,27513,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-09-09,,ELEC,Public - Call ahead,49874,2012-10-25,P,E,Nissan of Clinton,910-590-2005,2020-01-21T18:34:38Z,CAR_DEALER,GPS,34.999456,-78.309597,Clinton,,,NC,412 Southeast Blvd,28328,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
private,,,,2019-09-09,,ELEC,Private,49875,2012-10-25,P,E,Nissan of Clinton,910-590-2005,2020-01-21T18:34:38Z,CAR_DEALER,GPS,34.999456,-78.309597,Clinton,,,NC,412 Southeast Blvd,28328,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-05-09,,ELEC,Public,49878,2012-08-27,T,E,Rex Hospital,919-784-3018,2020-01-21T18:34:38Z,HOSPITAL,200-8,35.815458,-78.705032,Raleigh,Located on level 1,,NC,4420 Lake Boone Trail,27607,US,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,49881,2012-08-27,T,E,Wake Technical Community College,919-866-5000,2020-01-21T18:34:38Z,COLLEGE_CAMPUS,GPS,35.650348,-78.70739,Raleigh,Located in the parking deck,,NC,9101 Fayetteville Rd,27603,US,['J1772'],,,3.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,49882,2012-10-09,T,E,Town of Southern Pines - Library,910-692-8235,2020-01-21T18:34:38Z,LIBRARY,200-9,35.176173,-79.390553,Southern Pines,Located off of Bennet,,NC,170 W Connecticut Ave,28387,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,49883,2012-05-31,T,E,City of Wilmington - Market Street Parking Deck,910-762-5678,2020-01-21T18:34:38Z,PAY_GARAGE,200-9,34.235678,-77.948353,Wilmington,Intersection of Market and 2nd St. Located on the first floor.,,NC,115 Market St,28401,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,49884,2012-12-21,T,E,Tidal Creek Co-op Food Market,910-799-2667,2020-01-21T18:34:38Z,COOP,200-9,34.209021,-77.860838,Wilmington,,,NC,5329 Oleander Dr,28403,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily; pay lot; maximum session time of 4 hours,,,2019-04-08,,ELEC,Public,50172,2018-02-01,P,E,Buncombe County - Health and Human Services,828-250-4976,2020-01-21T18:34:38Z,PAY_GARAGE,GPS,35.593656,-82.555258,Asheville,Access is off Coxe Ave. on Sears Alley on the north side of building,,NC,40 Coxe Ave,28801,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
private,,GOVERNMENT,,2019-10-04,,ELEC,Private - Government only,50392,2012-10-01,LG,E,Buncombe County Interchange Building,828-250-4233,2020-01-21T18:34:38Z,MUNI_GOV,200-9,35.599429,-82.546527,Asheville,,,NC,59 Woodfin Pl,28801,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-12-12,,ELEC,Public,50393,2012-07-01,LG,E,Orange County - West Campus Office Building,919-245-2625,2020-01-21T18:34:38Z,MUNI_GOV,200-9,36.073889,-79.100586,Hillsborough,"In parking deck, one floor up from ground level",,NC,131 W Margaret Ln,27278,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
private,Employee and guest use only,,,2019-11-08,,ELEC,Private,50688,2011-11-30,P,E,SAS Institute Inc - T,,2020-01-21T18:34:38Z,OFFICE_BLDG,GPS,35.823796,-78.752235,Cary,Located at Building T,,NC,701 SAS Campus Dr,27513,US,['J1772'],,,8.0,Non-Networked,,,,,,
private,Employee and guest use only,,,2019-11-08,,ELEC,Private,50689,2012-05-30,P,E,SAS Institute Inc - C,,2020-01-21T18:34:38Z,OFFICE_BLDG,GPS,35.817516,-78.751668,Cary,Located at Building C,,NC,820 SAS Campus Dr,27513,US,['J1772'],,,6.0,Non-Networked,,,,,,
public,Garage business hours; pay lot,,,2019-10-04,,ELEC,Public,50690,2011-12-31,P,E,Central Parking - Fifth Third Center,704-358-8076,2020-01-21T18:34:38Z,PAY_GARAGE,200-9,35.228923,-80.841769,Charlotte,Located on the 4th level,,NC,201 N Tryon St,28202,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-12-12,,ELEC,Public,50691,2012-11-30,P,E,Levine Properties,704-688-3333,2020-01-21T18:34:38Z,PAY_LOT,200-9,35.228706,-80.834507,Charlotte,,,NC,325 E 9th St,28202,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,Garage business hours; pay lot,,,2019-06-06,,ELEC,Public,50692,2011-12-31,P,E,Secure Parking - BAC Parking Deck,704-331-0055,2020-01-21T18:34:38Z,PAY_GARAGE,200-9,35.226655,-80.840749,Charlotte,2nd floor of parking deck,,NC,150 N College St,28202,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,Garage business hours; pay lot,,,2019-10-04,,ELEC,Public,50693,2011-12-31,P,E,Secure Parking - Hearst Tower Deck,704-333-4011,2020-01-21T18:34:38Z,PAY_GARAGE,200-9,35.227616,-80.84119,Charlotte,Located on level 4,,NC,214 N Tryon St,28202,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-02-06,,ELEC,Public - Call ahead,50696,2012-06-30,P,E,McCurry Deck Chevrolet,828-395-1199,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.312853,-81.878889,Forest City,,,NC,178 Watkins Dr,28043,US,['J1772'],,,1.0,Non-Networked,,,,,,
private,Service center use only,,,2019-02-06,,ELEC,Private,50697,2012-06-30,P,E,McCurry Deck Chevrolet,828-395-1199,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.312853,-81.878889,Forest City,,,NC,178 Watkins Dr,28043,US,['J1772'],,,1.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,50698,2013-08-01,LG,E,Gastonia Conference Center,704-869-1948,2020-01-21T18:34:38Z,CONVENTION_CENTER,GPS,35.262936,-81.182459,Gastonia,,,NC,145 Dr MLK Jr Way,28052,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,51670,2013-04-01,LG,E,Town of Cary - Cary Arts Center,919-469-4090,2020-01-21T18:34:38Z,OTHER_ENTERTAINMENT,200-9,35.782702,-78.781262,Cary,In the parking lot to the west of the Cary Arts Center,,NC,101 Dry Ave,27511,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,52057,2013-06-30,T,E,West Regional Library,919-463-8500,2020-01-21T18:34:38Z,LIBRARY,GPS,35.815061,-78.864062,Cary,Parking lot to the left,,NC,4000 Louis Stephens Dr,27519,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,52058,2013-06-30,T,E,East Regional Library,919-217-5300,2020-01-21T18:34:38Z,LIBRARY,200-8,35.802473,-78.487298,Knightdale,,,NC,946 Steeple Square Rd,27545,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,CALL,,2019-10-04,,ELEC,Public - Call ahead,52376,2013-07-01,P,E,Woodlawn Funeral Home,704-820-0608,2020-01-21T18:34:38Z,STANDALONE_STATION,GPS,35.3041747,-81.0210277,Mt. Holly,Located at N Hawthorne and Woodlawn Ave,,NC,375 Woodlawn Ave,28120,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-02-06,,ELEC,Public - Call ahead,52377,2013-04-01,P,E,Capital Ford,877-660-1721,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.853054,-78.579543,Raleigh,Located in the New Car Sales Department,,NC,4900 Capital Blvd,27616,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,Dealership business hours,CALL,,2019-02-06,,ELEC,Public - Call ahead,52378,2013-04-01,P,E,Capital Ford,877-659-2496,2020-01-21T18:34:38Z,CAR_DEALER,200-8,35.862553,-78.696855,Raleigh,Located in the Service Center,,NC,2807 Millbrook Rd,27616,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,52573,,,E,TOOLWELL,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.135768,-80.9078076,Charlotte,STORE 02; Located off Interstate 77 off Arrowwood Exit - front entrance near showroom,,NC,8000 Arrowridge Blvd,28273,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $2 per additional hour",,"{'posts': ['1:89211'], 'ports': ['1']}",
private,Employee and guest use only,,,2018-08-07,,ELEC,Private,52799,2013-01-31,P,E,Electric Power Research Institute (EPRI) - Charlotte,,2019-12-03T20:25:15Z,RESEARCH_FACILITY,200-9,35.316239,-80.767057,Charlotte,,,NC,1300 West WT Harris Blvd,28262,US,['J1772'],,,4.0,Non-Networked,,,,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,52800,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2253801,-80.8221338,Charlotte,SWS OTTS ST 1,,NC,1105 Otts St,28205,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:155169'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,53105,,,E,UNC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9114865,-79.0452047,Chapel Hill,"COBB DECK; UNC parking permit required Mon - Fri, 7:30am - 5pm",,NC,Paul Green Dr,27514,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,"{'posts': ['1:89405'], 'ports': ['1', '2']}",
public,Dealership business hours,CALL,,2019-10-04,,ELEC,Public - Call ahead,53884,2013-05-01,P,E,CrossRoads Ford,877-830-1251,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.753616,-78.739497,Cary,,,NC,2333 Walnut St,27511,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,53885,2013-04-01,P,E,Mooresville Ford,704-664-1300,2020-01-21T18:34:38Z,CAR_DEALER,200-9,35.589615,-80.834215,Mooresville,,,NC,151 E Plaza Dr,28115,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-12-12,,ELEC,Public,53887,2013-11-01,P,E,Steak 'n Shake,828-645-0126,2020-01-21T18:34:38Z,RESTAURANT,GPS,35.7027,-82.5758,Weaverville,,,NC,11 Bett Stroud Rd,28787,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,57800,,,E,BSMG,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.99384,-78.905162,Durham,"ATC EVSE 002; Carr Street Between Bay 6 and 7
ATC EVSE 003; Carr Street, Between Bay 6 and 7. ",,NC,324 Blackwell Street Washington Bldg Bay 6,27701,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:46703', '1:82623'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,58187,,,E,UNC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9007849,-79.0462787,Chapel Hill,"B-SCHOOL DECK; UNC parking permit required Mon - Fri, 7:30am - 4pm",,NC,Kenan Drive,27514,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,"{'posts': ['1:89407'], 'ports': ['1', '2']}",
